split,prompt_tokens,response_tokens,instruction_type
full,284,1,other
full,6,94,other
full,155,9,summarize
full,11,91,other
full,5,265,other
full,197,30,other
full,2,69,other
full,175,38,reasoning
full,39,55,analyze
full,233,2,other
full,362,4,write
full,308,32,reasoning
full,80,35,translate
full,34,52,write
full,332,16,write
full,8,223,analyze
full,11,345,write
full,52,262,write
full,273,25,other
full,402,5,analyze
full,12,90,analyze
full,222,18,other
full,16,7,other
full,274,1,other
full,49,1,reasoning
full,523,3,other
full,13,35,other
full,2,21,other
full,50,217,other
full,150,13,write
full,4,264,other
full,3343,17,write
full,46,7,write
full,10,307,other
full,1,8,other
full,55,12,analyze
full,81,62,write
full,95,2,reasoning
full,36,14,other
full,64,150,other
full,14,161,write
full,1,1,other
full,10,84,reasoning
full,50,16,reasoning
full,10,197,other
full,7,157,other
full,25,90,write
full,61,261,other
full,18,217,other
full,24,50,other
full,31,542,other
full,10,21,other
full,16,59,other
full,41,334,other
full,11,560,write
full,48,448,other
full,1939,21,summarize
full,18,300,other
full,114,1,translate
full,1,69,other
full,190,38,reasoning
full,81,133,other
full,613,1,other
full,531,1,other
full,44,23,reasoning
full,14,262,other
full,45,26,other
full,74,3,write
full,8,132,other
full,747,3,other
full,24,1,other
full,23,276,other
full,551,251,write
full,65,295,reasoning
full,563,1,reasoning
full,45,106,other
full,21,226,write
full,343,46,reasoning
full,25,25,reasoning
full,23,248,other
full,13,5,other
full,54,32,reasoning
full,152,19,translate
full,17,12,reasoning
full,48,15,other
full,12,166,write
full,275,16,other
full,32,17,reasoning
full,15,59,write
full,16,24,analyze
full,23,331,other
full,317,160,write
full,12,23,write
full,20,311,other
full,353,4,other
full,126,13,other
full,8,165,other
full,1,35,other
full,355,49,reasoning
full,54,11,other
full,1656,372,write
full,53,21,other
full,2,14,other
full,16,9,classify
full,22,309,other
full,2,5,other
full,7,9,other
full,395,209,reasoning
full,19,427,other
full,37,19,other
full,1,3,other
full,30,15,other
full,504,2,reasoning
full,233,202,other
full,843,26,other
full,272,11,translate
full,281,276,write
full,131,36,other
full,18,368,write
full,13,100,other
full,17,12,other
full,6,178,other
full,3,36,other
full,23,140,write
full,31,44,other
full,11,194,other
full,142,38,other
full,10,607,other
full,1,139,other
full,368,68,reasoning
full,151,58,other
full,12,260,reasoning
full,214,18,other
full,9,190,other
full,38,18,other
full,76,455,write
full,204,3,write
full,154,77,analyze
full,223,7,reasoning
full,3,12,other
full,91,91,reasoning
full,171,8,translate
full,22,7,other
full,536,12,write
full,17,117,other
full,25,74,other
full,128,517,write
full,40,14,analyze
full,14,46,other
full,349,20,reasoning
full,1028,35,summarize
full,135,55,reasoning
full,7,200,other
full,136,56,reasoning
full,105,349,classify
full,12,370,other
full,254,24,translate
full,1,4,other
full,45,63,reasoning
full,18,121,other
full,80,1,other
full,51,186,other
full,67,64,reasoning
full,539,28,summarize
full,5,8,other
full,294,68,write
full,9,92,other
full,8,274,write
full,19,17,write
full,242,1,classify
full,18,265,other
full,296,378,summarize
full,381,15,reasoning
full,43,24,other
full,12,225,other
full,11,307,other
full,17,12,write
full,277,2,classify
full,200,36,reasoning
full,39,1,reasoning
full,45,124,other
full,26,17,other
full,203,52,other
full,1,6,other
full,712,33,reasoning
full,418,2,summarize
full,1,13,other
full,1,9,other
full,1,12,other
full,72,9,reasoning
full,28,548,other
full,437,94,analyze
full,394,45,write
full,12,29,other
full,106,33,other
full,8,55,other
full,3,12,other
full,16,30,write
full,143,1,other
full,75,161,write
full,169,127,other
full,21,178,write
full,31,10,classify
full,105,203,reasoning
full,2,183,other
full,1,41,other
full,90,47,other
full,24,10,other
full,20,195,write
full,53,544,write
full,30,149,other
full,369,45,reasoning
full,185,8,summarize
full,7,169,other
full,1206,1,reasoning
full,79,242,analyze
full,11,262,other
full,50,36,other
full,116,70,reasoning
full,53,269,other
full,573,156,reasoning
full,599,68,write
full,14,62,write
full,1,1,other
full,18,234,other
full,17,128,other
full,34,23,other
full,17,268,analyze
full,124,69,other
full,1079,10,write
full,1154,22,summarize
full,48,43,write
full,45,249,reasoning
full,17,7,other
full,91,1,write
full,74,309,other
full,8,218,other
full,1,7,other
full,299,17,reasoning
full,37,28,other
full,224,1,reasoning
full,706,1,reasoning
full,352,16,reasoning
full,7,400,other
full,1140,19,summarize
full,154,364,reasoning
full,1,54,other
full,117,1,write
full,7,27,other
full,234,2,other
full,180,23,other
full,10,46,other
full,46,55,other
full,51,327,analyze
full,6,146,other
full,33,175,write
full,6,93,other
full,353,112,reasoning
full,8,77,other
full,5,120,other
full,12,9,other
full,481,47,other
full,105,1,other
full,19,370,reasoning
full,47,272,write
full,40,49,write
full,358,43,reasoning
full,1,22,other
full,66,58,other
full,32,25,reasoning
full,450,296,reasoning
full,1,468,other
full,115,1,classify
full,197,28,other
full,327,22,reasoning
full,274,232,other
full,7,353,other
full,280,1,reasoning
full,65,223,reasoning
full,57,29,other
full,7,81,write
full,8,86,other
full,3,237,other
full,9,11,write
full,35,20,other
full,8,223,summarize
full,233,6,reasoning
full,70,236,other
full,370,91,write
full,29,130,other
full,11,353,other
full,12,233,other
full,7,12,write
full,14,234,other
full,12,83,reasoning
full,620,35,reasoning
full,341,46,other
full,13,7,write
full,21,64,reasoning
full,69,326,write
full,95,1,write
full,1,1,other
full,23,189,write
full,15,269,other
full,12,14,other
full,315,14,other
full,25,20,write
full,177,23,translate
full,30,85,reasoning
full,3,19,other
full,5,249,other
full,36,96,other
full,1084,6,write
full,78,153,reasoning
full,30,100,write
full,26,288,other
full,1397,47,reasoning
full,50,296,write
full,29,40,other
full,182,18,other
full,16,21,other
full,24,374,write
full,456,18,reasoning
full,37,151,reasoning
full,41,75,other
full,1,233,other
full,331,47,reasoning
full,2,436,other
full,129,248,other
full,7,68,other
full,26,49,other
full,21,9,other
full,59,143,other
full,89,29,translate
full,12,45,write
full,11,56,write
full,32,507,other
full,22,32,reasoning
full,339,370,reasoning
full,199,13,other
full,54,265,analyze
full,55,161,other
full,1,231,other
full,342,2,reasoning
full,26,10,write
full,181,136,reasoning
full,107,1,classify
full,31,20,other
full,28,28,other
full,225,2,reasoning
full,38,16,write
full,413,1,write
full,5,22,other
full,667,17,write
full,213,1,classify
full,23,28,other
full,1058,103,write
full,7,234,other
full,276,22,other
full,18,18,write
full,46,67,other
full,331,531,analyze
full,43,1,reasoning
full,174,11,reasoning
full,463,137,reasoning
full,10,238,other
full,7,49,other
full,9,251,analyze
full,50,231,reasoning
full,47,21,reasoning
full,123,214,other
full,560,94,reasoning
full,1,13,other
full,1,1,other
full,25,13,translate
full,1,1,other
full,252,1,reasoning
full,102,421,other
full,1,3,other
full,27,323,other
full,8,207,other
full,59,120,other
full,12,3,other
full,269,225,write
full,12,341,other
full,48,19,translate
full,28,24,other
full,29,202,other
full,330,47,other
full,9,105,other
full,71,323,analyze
full,150,3,other
full,3,158,other
full,37,18,other
full,156,347,other
full,17,374,other
full,88,323,reasoning
full,17,208,other
full,12,115,write
full,103,65,other
full,259,1,reasoning
full,21,54,other
full,3,38,other
full,94,268,classify
full,31,66,other
full,26,382,reasoning
full,410,164,reasoning
full,16,17,write
full,324,39,translate
full,191,30,translate
full,1,83,other
full,32,186,other
full,8,435,reasoning
full,2,2,other
full,54,191,other
full,7,60,write
full,11,33,other
full,107,316,reasoning
full,1,167,other
full,86,285,other
full,14,192,analyze
full,35,27,reasoning
full,60,83,other
full,167,4,summarize
full,4,124,other
full,177,26,classify
full,176,15,other
full,201,18,reasoning
full,27,23,other
full,25,43,other
full,21,34,other
full,17,14,write
full,21,429,reasoning
full,92,420,other
full,165,22,other
full,1,84,other
full,151,10,summarize
full,13,228,other
full,251,22,other
full,8,5,write
full,18,134,other
full,360,369,reasoning
full,66,130,write
full,119,368,other
full,319,1,other
full,43,274,other
full,25,16,other
full,148,6,summarize
full,88,1,write
full,164,1,reasoning
full,50,21,other
full,10,1,other
full,58,33,other
full,12,15,write
full,16,114,other
full,67,8,write
full,3,39,other
full,73,297,analyze
full,64,365,other
full,83,271,other
full,0,258,other
full,9,241,other
full,72,22,write
full,63,117,analyze
full,13,3,other
full,41,77,other
full,555,1,write
full,276,79,reasoning
full,13,302,write
full,52,42,write
full,15,12,other
full,48,285,other
full,13,64,other
full,79,142,write
full,134,32,write
full,589,1,analyze
full,20,10,other
full,178,24,translate
full,24,200,other
full,37,24,other
full,5,167,other
full,13,158,other
full,23,171,other
full,11,5,other
full,97,175,reasoning
full,27,10,other
full,5,265,other
full,15,42,write
full,14,1,other
full,1,1,other
full,17,10,write
full,563,52,reasoning
full,13,392,other
full,70,14,write
full,271,2,other
full,48,11,analyze
full,7,7,other
full,209,17,other
full,72,22,translate
full,138,399,other
full,845,121,classify
full,19,350,other
full,86,32,summarize
full,16,22,other
full,15,83,other
full,113,288,reasoning
full,7,92,other
full,18,57,write
full,81,501,reasoning
full,8,65,other
full,13,198,other
full,269,4,other
full,46,25,other
full,34,149,other
full,8,1,analyze
full,27,474,other
full,119,334,reasoning
full,117,22,translate
full,551,344,write
full,9,4,other
full,77,1,write
full,36,16,other
full,9,253,other
full,46,20,other
full,1019,1,reasoning
full,48,483,other
full,36,27,summarize
full,39,19,reasoning
full,253,1,other
full,47,120,reasoning
full,7,261,reasoning
full,62,25,other
full,116,1,other
full,206,12,write
full,499,2,reasoning
full,33,14,other
full,14,265,other
full,99,20,translate
full,5,3,other
full,7,94,other
full,1,476,other
full,86,11,translate
full,15,323,reasoning
full,67,277,reasoning
full,7,44,analyze
full,24,5,write
full,180,27,reasoning
full,120,1,other
full,94,88,other
full,111,359,write
full,9,22,write
full,134,37,other
full,706,9,reasoning
full,66,406,other
full,161,9,other
full,63,2,other
full,12,14,write
full,26,352,other
full,7,158,other
full,125,944,other
full,328,1,reasoning
full,1282,10,reasoning
full,27,12,reasoning
full,33,73,reasoning
full,294,14,write
full,41,17,other
full,13,81,other
full,43,179,other
full,10,191,reasoning
full,174,163,write
full,39,9,reasoning
full,1,73,other
full,19,9,reasoning
full,10,218,other
full,245,74,classify
full,168,304,reasoning
full,3,12,other
full,84,169,reasoning
full,7,249,other
full,171,33,classify
full,1417,1,write
full,29,211,translate
full,118,2,other
full,16,203,other
full,43,244,write
full,123,225,write
full,13,256,other
full,18,235,other
full,223,1,reasoning
full,15,7,other
full,416,1,reasoning
full,34,227,translate
full,330,55,other
full,1108,11,write
full,1042,1,write
full,97,613,other
full,13,358,other
full,84,13,classify
full,18,237,other
full,273,2,translate
full,141,33,reasoning
full,144,20,translate
full,21,132,reasoning
full,1,1,other
full,360,40,reasoning
full,5,189,other
full,2,6,other
full,5,11,other
full,17,360,other
full,243,172,write
full,299,4,write
full,1,12,other
full,124,575,write
full,13,23,other
full,94,23,write
full,633,19,write
full,22,52,write
full,69,3,write
full,2990,24,summarize
full,76,483,analyze
full,293,4,write
full,34,30,other
full,30,16,other
full,19,640,other
full,383,1,reasoning
full,96,10,translate
full,1321,113,write
full,36,54,other
full,82,91,reasoning
full,5,113,other
full,42,133,other
full,46,19,analyze
full,8,40,other
full,31,16,write
full,48,12,analyze
full,817,38,other
full,55,279,other
full,13,98,other
full,190,19,reasoning
full,82,157,reasoning
full,743,20,summarize
full,29,29,write
full,47,37,reasoning
full,23,95,other
full,25,269,other
full,11,275,other
full,97,11,translate
full,5,198,analyze
full,2861,21,translate
full,1,92,other
full,1045,8,write
full,1417,18,write
full,27,70,other
full,104,25,other
full,141,1,write
full,3,148,other
full,30,52,other
full,20,13,analyze
full,86,2,reasoning
full,9,24,other
full,348,184,other
full,65,286,write
full,249,20,write
full,121,94,translate
full,7,174,other
full,21,11,other
full,23,415,summarize
full,118,216,write
full,11,116,other
full,947,32,analyze
full,592,30,write
full,8,70,other
full,209,24,other
full,48,24,reasoning
full,6,222,write
full,664,31,reasoning
full,13,397,other
full,14,250,other
full,214,22,reasoning
full,18,32,reasoning
full,128,32,other
full,197,193,other
full,50,22,other
full,5,26,other
full,133,7,write
full,1672,17,reasoning
full,9,295,other
full,642,37,reasoning
full,50,13,analyze
full,1,55,other
full,76,591,other
full,117,126,other
full,18,321,reasoning
full,1095,1,reasoning
full,209,94,write
full,59,16,analyze
full,36,31,reasoning
full,16,20,other
full,66,33,other
full,26,192,reasoning
full,8,362,other
full,15,74,other
full,463,79,reasoning
full,7,182,other
full,9,8,write
full,337,18,reasoning
full,31,736,write
full,12,447,other
full,13,39,other
full,214,16,translate
full,26,34,other
full,8,229,other
full,6,151,other
full,7,367,other
full,875,64,write
full,8,31,summarize
full,6,175,other
full,1,4,other
full,1,1,other
full,37,232,write
full,99,173,other
full,51,75,write
full,100,102,other
full,529,59,reasoning
full,122,19,translate
full,166,7,write
full,383,2,reasoning
full,7,146,other
full,36,20,other
full,13,232,other
full,21,345,other
full,18,150,reasoning
full,94,1,other
full,27,36,reasoning
full,9,34,other
full,19,232,other
full,25,271,other
full,21,339,other
full,154,1,other
full,67,322,other
full,2,350,other
full,46,17,other
full,10,356,write
full,1,7,other
full,9,92,other
full,15,100,other
full,229,13,translate
full,23,38,other
full,14,181,other
full,17,266,other
full,171,11,reasoning
full,2,1,other
full,8,219,other
full,18,16,write
full,76,111,reasoning
full,16,474,other
full,420,2,reasoning
full,9,268,other
full,14,292,other
full,103,381,analyze
full,36,22,other
full,13,115,reasoning
full,0,45,other
full,186,42,analyze
full,1,8,other
full,121,28,write
full,30,42,other
full,12,276,write
full,9,363,other
full,54,50,other
full,85,1,other
full,14,341,other
full,10,62,other
full,25,24,other
full,794,241,write
full,647,13,summarize
full,6,39,other
full,273,35,translate
full,6,79,other
full,74,9,other
full,16,152,other
full,500,2,reasoning
full,17,53,write
full,2,210,other
full,15,307,write
full,33,213,other
full,21,8,other
full,194,40,reasoning
full,26,17,other
full,90,24,translate
full,17,402,write
full,352,18,reasoning
full,206,39,reasoning
full,4,6,other
full,341,15,reasoning
full,1069,6,classify
full,11,23,other
full,18,267,other
full,959,1,reasoning
full,1046,1,reasoning
full,14,90,other
full,30,72,other
full,10,54,other
full,827,112,reasoning
full,155,319,other
full,78,281,other
full,16,233,other
full,242,18,other
full,68,86,reasoning
full,5,61,write
full,577,2,reasoning
full,16,24,other
full,255,26,other
full,12,107,write
full,100,37,write
full,1,200,other
full,15,215,write
full,17,9,write
full,70,54,other
full,225,34,reasoning
full,26,7,other
full,26,239,reasoning
full,36,96,reasoning
full,88,136,other
full,14,334,write
full,114,32,other
full,30,8,other
full,211,504,write
full,68,93,other
full,74,179,other
full,1384,2,analyze
full,44,110,other
full,315,39,reasoning
full,47,18,reasoning
full,110,2,write
full,147,36,other
full,8,255,other
full,63,276,reasoning
